"Project","Site","plot","grid","Depth_cm","Analyte","Sample_ID","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Volume_mL"
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20220620_T0_15cm",14.41,1200.83333333333,NA,0.54,38.5714285714286,NA,"NA",NA,"DOC+iso+pool",NA,"20220620","1015",1415,NA,7
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20220620_T0_15cm",8.27,689.166666666667,NA,0.36,25.7142857142857,"blank is ≥ 25% of sample value","NA",NA,"DOC+iso+pool",NA,"20220620","1015",1415,NA,7
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20220620_T0_15cm",15.67,1305.83333333333,NA,0.7,50,NA,"NA",NA,"All subsample",NA,"20220620","1015",1415,NA,7
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20220622_T1_15cm",15.5,1291.66666666667,NA,0.93,66.4285714285714,NA,"NA",NA,"1 rinse between lysimeters",NA,"20220622","1247",1647,NA,10
"COMPASS","TEMPEST","SW","H6","15cm","DOC","TMP_SW_H6_20220622_T1_15cm",7.25,604.166666666667,NA,0.37,26.4285714285714,"blank is ≥ 25% of sample value","NA",NA,"1 rinse between lysimeters",NA,"20220622","1247",1647,NA,9
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20220622_T1_15cm",11.37,947.5,NA,0.48,34.2857142857143,NA,"NA",NA,"1 rinse between lysimeters",NA,"20220622","1247",1647,NA,10
"COMPASS","TEMPEST","FW","F4","15cm","DOC","TMP_FW_F4_20220622_T1_15cm",10.45,870.833333333333,NA,0.49,35,NA,"NA",NA,NA,NA,"20220622","1245",1645,NA,9
"COMPASS","TEMPEST","SW","E3","15cm","DOC","TMP_SW_E3_20220622_T1_15cm",4.9,408.333333333333,NA,0.44,31.4285714285714,NA,"NA",NA,"3 rinse between lysimeter",NA,"20220622","1247",1647,NA,10
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20220622_T1_15cm",26.89,2240.83333333333,NA,0.42,30,NA,"NA",NA,NA,NA,"20220622","1245",1645,NA,10
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20220622_T1_15cm",1.27,105.833333333333,"blank is ≥ 25% of sample value",0.08,5.71428571428571,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622","1245",1645,NA,7
"COMPASS","TEMPEST","FW","C3","15cm","DOC","TMP_FW_C3_20220622_T1_15cm",5.54,461.666666666667,NA,0.18,12.8571428571429,"blank is ≥ 25% of sample value","NA",NA,"General note: vibes- spicy",NA,"20220622","1245",1645,NA,7.5
"COMPASS","TEMPEST","FW","H3","15cm","DOC","TMP_FW_H3_20220622_T1_15cm",5.62,468.333333333333,NA,0.24,17.1428571428571,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622","1245",1645,NA,10
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20220622_T1_15cm",4.67,389.166666666667,NA,0.16,11.4285714285714,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622","1245",1645,NA,10
"COMPASS","TEMPEST","FW","H3","15cm","DOC","TMP_FW_H3_20220622_T2_15cm",4.86,405,NA,0.21,15,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622",NA,2014,NA,7
"COMPASS","TEMPEST","FW","F6","15cm","DOC","TMP_FW_F6_20220622_T2_15cm",7.4,616.666666666667,NA,0.26,18.5714285714286,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622",NA,2014,NA,7
"COMPASS","TEMPEST","FW","F4","15cm","DOC","TMP_FW_F4_20220622_T2_15cm",8.13,677.5,NA,0.27,19.2857142857143,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622",NA,2014,NA,7
"COMPASS","TEMPEST","FW","E3","15cm","DOC","TMP_FW_E3_20220622_T2_15cm",6.74,561.666666666667,NA,0.23,16.4285714285714,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622",NA,2014,NA,7.5
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20220622_T2_15cm",2.81,234.166666666667,NA,0.08,5.71428571428571,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622",NA,2014,NA,7
"COMPASS","TEMPEST","FW","C3","15cm","DOC","TMP_FW_C3_20220622_T2_15cm",9.72,810,NA,0.25,17.8571428571429,"blank is ≥ 25% of sample value","NA",NA,"General note: vibe- tired raccoon",NA,"20220622",NA,2014,NA,10
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20220622_T2_15cm",18.61,1550.83333333333,NA,0.3,21.4285714285714,NA,"NA",NA,NA,NA,"20220622",NA,2014,NA,10
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20220622_T2_15cm",7.3,608.333333333333,NA,0.47,33.5714285714286,NA,"NA",NA,NA,NA,"20220622","1614",2014,NA,7
"COMPASS","TEMPEST","SW","I5","15cm","DOC","TMP_SW_I5_20220622_T2_15cm",11.85,987.5,NA,1.25,89.2857142857143,NA,"NA",NA,NA,NA,"20220622","1614",2014,NA,10
"COMPASS","TEMPEST","SW","D5","15cm","DOC","TMP_SW_D5_20220622_T2_15cm",4.66,388.333333333333,NA,0.4,28.5714285714286,NA,"NA",NA,NA,NA,"20220622","1614",2014,NA,7
"COMPASS","TEMPEST","SW","F6","15cm","DOC","TMP_SW_F6_20220622_T2_15cm",5.09,424.166666666667,NA,0.36,25.7142857142857,NA,"NA",NA,NA,NA,"20220622","1614",2014,NA,7
"COMPASS","TEMPEST","SW","F4","15cm","DOC","TMP_SW_F4_20220622_T2_15cm",10.66,888.333333333333,NA,0.53,37.8571428571429,NA,"NA",NA,NA,NA,"20220622","1614",2014,NA,7
"COMPASS","TEMPEST","SW","H3","15cm","DOC","TMP_SW_H3_20220622_T2_15cm",6.53,544.166666666667,NA,0.57,40.7142857142857,NA,"NA",NA,NA,NA,"20220622","1614",2014,NA,7
"COMPASS","TEMPEST","SW","E3","15cm","DOC","TMP_SW_E3_20220622_T2_15cm",2.78,231.666666666667,NA,0.17,12.1428571428571,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622","1614",2014,NA,10
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20220622_T2_15cm",8.48,706.666666666667,NA,0.5,35.7142857142857,NA,"NA",NA,"General note: AMP sampled GW well at 17:17, 17:32 pumped GW well for 2 min, didn't empty",NA,"20220622","1614",2014,NA,10
"COMPASS","TEMPEST","FW","B4","15cm","DOC","TMP_FW_B4_20220622_T2_15cm",16.87,1405.83333333333,"blank is ≥ 25% of sample value",1.63,116.428571428571,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622",NA,2014,NA,7
"COMPASS","TEMPEST","SW","H6","15cm","DOC","TMP_SW_H6_20220622_T2_15cm",15.52,1293.33333333333,"blank is ≥ 25% of sample value",1.65,117.857142857143,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622","1614",2014,NA,7
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20220622_T2_15cm",5.9,491.666666666667,NA,0.28,20,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622",NA,2014,NA,10
"COMPASS","TEMPEST","FW","E3","15cm","DOC","TMP_FW_E3_20220622_T1_15cm",6.03,502.5,NA,0.3,21.4285714285714,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220622","1245",1645,NA,9
"COMPASS","TEMPEST","SW","F6","15cm","DOC","TMP_SW_F6_20220622_T1_15cm",10.4,866.666666666667,NA,0.57,40.7142857142857,"blank is ≥ 25% of sample value","NA",NA,"3 rinse between lysimeter",NA,"20220622","1247",1647,NA,10
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20220622_T1_15cm",NA,NA,"omitted for high dilution and blank values",NA,NA,"omitted for high dilution and blank values","NA",NA,NA,NA,"20220622","1245",1645,NA,6.8
"COMPASS","TEMPEST","FW","B4","15cm","DOC","TMP_FW_B4_20220622_T1_15cm",NA,NA,"omitted for high dilution and blank values",NA,NA,"omitted for high dilution and blank values","NA",NA,NA,NA,"20220622","1245",1645,NA,7
"COMPASS","TEMPEST","FW","F6","15cm","DOC","TMP_FW_F6_20220622_T1_15cm",NA,NA,"omitted for high dilution and blank values",NA,NA,"omitted for high dilution and blank values","NA",NA,NA,NA,"20220622","1245",1645,NA,7
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20220622_T2_15cm",NA,NA,"omitted for high dilution and blank values",NA,NA,"omitted for high dilution and blank values","NA",NA,NA,NA,"20220622",NA,2014,NA,7
"COMPASS","TEMPEST","C","H6","15cm","DOC","TMP_C_H6_20220622_T2_15cm",19.16,1596.66666666667,NA,0.59,42.1428571428571,"blank is ≥ 25% of sample value","NA",NA,"9 mL kept for CDOM, additional 1 mL thrown out - no use for further pooling",NA,"20220622","1634",2034,NA,7.5
"COMPASS","TEMPEST","C","C6","15cm","DOC","TMP_C_C6_20220623_T3_15cm",24.39,2032.5,NA,0.72,51.4285714285714,NA,"NA",NA,NA,NA,"20220623","0938",1338,NA,7.5
"COMPASS","TEMPEST","FW","H3","15cm","DOC","TMP_FW_H3_20220623_T3_15cm",10.23,852.5,NA,0.3,21.4285714285714,NA,"NA",NA,NA,NA,"20220623",NA,1338,NA,10
"COMPASS","TEMPEST","FW","F4","15cm","DOC","TMP_FW_F4_20220623_T3_15cm",9.6,800,NA,0.32,22.8571428571429,NA,"NA",NA,NA,NA,"20220623",NA,1338,NA,7
"COMPASS","TEMPEST","C","H6","15cm","DOC","TMP_C_H6_20220623_T3_15cm",20.74,1728.33333333333,NA,0.62,44.2857142857143,NA,"NA",NA,NA,NA,"20220623","0938",1338,NA,7.5
"COMPASS","TEMPEST","C","I5","15cm","DOC","TMP_C_I5_20220623_T3_15cm",22.93,1910.83333333333,NA,0.67,47.8571428571429,NA,"NA",NA,NA,NA,"20220623","0938",1338,NA,7
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20220623_T3_15cm",9.22,768.333333333333,NA,0.52,37.1428571428572,NA,"NA",NA,NA,NA,"20220623","0941",1341,NA,10
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20220623_T3_15cm",10.03,835.833333333333,NA,0.35,25,NA,"NA",NA,NA,NA,"20220623",NA,1338,NA,10
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20220623_T3_15cm",13.23,1102.5,NA,1.19,85,NA,"NA",NA,"General note: raining relatively hard, but not pouring. Pools near many of the lysimeters but not as many or as large as during water treatment",NA,"20220623","0941",1341,NA,10
"COMPASS","TEMPEST","C","B4","15cm","DOC","TMP_C_B4_20220623_T3_15cm",11.82,985,NA,0.37,26.4285714285714,NA,"NA",NA,"lost a couple mLs of pooled samples",NA,"20220623","0938",1338,NA,8
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20220623_T3_15cm",8.39,699.166666666667,NA,0.34,24.2857142857143,NA,"NA",NA,NA,NA,"20220623",NA,1338,NA,7
"COMPASS","TEMPEST","FW","C3","15cm","DOC","TMP_FW_C3_20220623_T3_15cm",13.79,1149.16666666667,NA,0.43,30.7142857142857,NA,"NA",NA,"General note: Vibes- wet AF aka drowned rat",NA,"20220623",NA,1338,NA,10
"COMPASS","TEMPEST","FW","E3","15cm","DOC","TMP_FW_E3_20220623_T3_15cm",7.32,610,NA,0.27,19.2857142857143,NA,"NA",NA,NA,NA,"20220623",NA,1338,NA,7
"COMPASS","TEMPEST","FW","B4","15cm","DOC","TMP_FW_B4_20220623_T3_15cm",7.87,655.833333333333,NA,0.33,23.5714285714286,NA,"NA",NA,NA,NA,"20220623",NA,1338,NA,7
"COMPASS","TEMPEST","SW","H6","15cm","DOC","TMP_SW_H6_20220623_T3_15cm",7.4,616.666666666667,NA,0.39,27.8571428571429,NA,"NA",NA,NA,NA,"20220623","0941",1341,NA,7
"COMPASS","TEMPEST","SW","E3","15cm","DOC","TMP_SW_E3_20220623_T3_15cm",6.41,534.166666666667,NA,0.41,29.2857142857143,NA,"NA",NA,NA,NA,"20220623","0941",1341,NA,7
"COMPASS","TEMPEST","SW","D5","15cm","DOC","TMP_SW_D5_20220623_T3_15cm",8.04,670,NA,0.82,58.5714285714286,NA,"NA",NA,NA,NA,"20220623","0941",1341,NA,7
"COMPASS","TEMPEST","SW","F6","15cm","DOC","TMP_SW_F6_20220623_T3_15cm",5.3,441.666666666667,NA,0.52,37.1428571428572,NA,"NA",NA,NA,NA,"20220623","0941",1341,NA,10
"COMPASS","TEMPEST","SW","I5","15cm","DOC","TMP_SW_I5_20220623_T3_15cm",15.07,1255.83333333333,NA,1.9,135.714285714286,NA,"NA",NA,NA,NA,"20220623","0941",1341,NA,10
"COMPASS","TEMPEST","FW","F6","15cm","DOC","TMP_FW_F6_20220623_T3_15cm",NA,NA,"omitted for high dilution and blank values",NA,NA,"omitted for high dilution and blank values","NA",NA,NA,NA,"20220623",NA,1338,NA,7
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20220623_T3_15cm",13.92,1160,NA,0.58,41.4285714285714,NA,"NA",NA,NA,NA,"20220623",NA,1338,NA,10
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20220623_T3_15cm",6.94,578.333333333333,NA,0.29,20.7142857142857,"blank is ≥ 25% of sample value","NA",NA,NA,NA,"20220623",NA,1338,NA,10
"COMPASS","TEMPEST","SW","C6","15cm","DOC","TMP_SW_C6_20220623_T3_15cm",7.42,618.333333333333,NA,0.78,55.7142857142857,NA,"NA",NA,"Dead frog near lysimeter",NA,"20220623","0941",1341,NA,7
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20220624_T4_15cm",14.52,1210,NA,0.54,38.5714285714286,NA,"NA",NA,NA,NA,"20220624","1216",1616,NA,10
"COMPASS","TEMPEST","C","I5","15cm","DOC","TMP_C_I5_20220624_T4_15cm",26.29,2190.83333333333,NA,1.45,103.571428571429,NA,"NA",NA,NA,NA,"20220624","12",1600,NA,10
"COMPASS","TEMPEST","C","D5","15cm","DOC","TMP_C_D5_20220624_T4_15cm",19.76,1646.66666666667,NA,0.56,40,NA,"NA",NA,NA,NA,"20220624","12",1600,NA,10
"COMPASS","TEMPEST","FW","H3","15cm","DOC","TMP_FW_H3_20220624_T4_15cm",9.86,821.666666666667,NA,0.37,26.4285714285714,NA,"NA",NA,NA,NA,"20220624","1216",1616,NA,10
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20220624_T4_15cm",8.94,745,NA,0.52,37.1428571428572,NA,"NA",NA,NA,NA,"20220624","1215",1615,NA,10
"COMPASS","TEMPEST","SW","F4","15cm","DOC","TMP_SW_F4_20220624_T4_15cm",14.84,1236.66666666667,NA,0.64,45.7142857142857,NA,"NA",NA,NA,NA,"20220624","1215",1615,NA,10
"COMPASS","TEMPEST","C","E3","15cm","DOC","TMP_C_E3_20220624_T4_15cm",11.68,973.333333333333,NA,0.72,51.4285714285714,NA,"NA",NA,NA,NA,"20220624","12",1600,NA,7
"COMPASS","TEMPEST","FW","C3","15cm","DOC","TMP_FW_C3_20220624_T4_15cm",18.09,1507.5,NA,1,71.4285714285714,NA,"NA",NA,NA,NA,"20220624","1216",1616,NA,10
"COMPASS","TEMPEST","SW","E3","15cm","DOC","TMP_SW_E3_20220624_T4_15cm",7.79,649.166666666667,NA,0.46,32.8571428571429,NA,"NA",NA,NA,NA,"20220624","1215",1615,NA,10
"COMPASS","TEMPEST","SW","D5","15cm","DOC","TMP_SW_D5_20220624_T4_15cm",11.09,924.166666666667,NA,0.78,55.7142857142857,NA,"NA",NA,NA,NA,"20220624","1215",1615,NA,10
"COMPASS","TEMPEST","SW","H6","15cm","DOC","TMP_SW_H6_20220624_T4_15cm",10.3,858.333333333333,NA,0.71,50.7142857142857,NA,"NA",NA,NA,NA,"20220624","1215",1615,NA,10
"COMPASS","TEMPEST","FW","F4","15cm","DOC","TMP_FW_F4_20220624_T4_15cm",11.22,935,NA,0.49,35,NA,"NA",NA,NA,NA,"20220624","1216",1616,NA,10
"COMPASS","TEMPEST","FW","F6","15cm","DOC","TMP_FW_F6_20220624_T4_15cm",13.74,1145,NA,0.56,40,NA,"NA",NA,NA,NA,"20220624","1216",1616,NA,10
"COMPASS","TEMPEST","SW","H3","15cm","DOC","TMP_SW_H3_20220624_T4_15cm",5.83,485.833333333333,NA,0.49,35,NA,"NA",NA,NA,NA,"20220624","1215",1615,NA,10
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20220624_T4_15cm",7.03,585.833333333333,NA,0.31,22.1428571428571,NA,"NA",NA,NA,NA,"20220624","1216",1616,NA,10
"COMPASS","TEMPEST","SW","I5","15cm","DOC","TMP_SW_I5_20220624_T4_15cm",15.9,1325,NA,1.5,107.142857142857,NA,"NA",NA,NA,NA,"20220624","1215",1615,NA,10
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20220624_T4_15cm",10.37,864.166666666667,NA,0.42,30,NA,"NA",NA,NA,NA,"20220624","1216",1616,NA,10
"COMPASS","TEMPEST","C","F6","15cm","DOC","TMP_C_F6_20220624_T4_15cm",19.97,1664.16666666667,NA,0.75,53.5714285714286,NA,"NA",NA,NA,NA,"20220624","12",1600,NA,10
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20220624_T4_15cm",8.09,674.166666666667,NA,0.28,20,NA,"NA",NA,NA,NA,"20220624","1216",1616,NA,10
"COMPASS","TEMPEST","C","H6","15cm","DOC","TMP_C_H6_20220624_T4_15cm",21.31,1775.83333333333,NA,0.77,55,NA,"NA",NA,NA,NA,"20220624","12",1600,NA,10
"COMPASS","TEMPEST","SW","C6","15cm","DOC","TMP_SW_C6_20220624_T4_15cm",10.46,871.666666666667,NA,0.84,60,NA,"NA",NA,NA,NA,"20220624","1215",1615,NA,10
"COMPASS","TEMPEST","FW","B4","15cm","DOC","TMP_FW_B4_20220624_T4_15cm",9.79,815.833333333333,NA,0.36,25.7142857142857,NA,"NA",NA,NA,NA,"20220624","1216",1616,NA,10
"COMPASS","TEMPEST","C","H3","15cm","DOC","TMP_C_H3_20220624_T4_15cm",22.94,1911.66666666667,NA,0.82,58.5714285714286,NA,"NA",NA,NA,NA,"20220624","12",1600,NA,10
"COMPASS","TEMPEST","FW","E3","15cm","DOC","TMP_FW_E3_20220624_T4_15cm",10.51,875.833333333333,NA,0.36,25.7142857142857,NA,"NA",NA,NA,NA,"20220624","1216",1616,NA,10
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20220624_T4_15cm",14.34,1195,NA,1.36,97.1428571428572,NA,"NA",NA,NA,NA,"20220624","1215",1615,NA,10
"COMPASS","TEMPEST","SW","F6","15cm","DOC","TMP_SW_F6_20220624_T4_15cm",5.81,484.166666666667,NA,0.39,27.8571428571429,NA,"NA",NA,NA,NA,"20220624","1215",1615,NA,10
"COMPASS","TEMPEST","C","B4","15cm","DOC","TMP_C_B4_20220518_T1_15cm",18.19,1515.83333333333,"average value of multiple aliquots",NA,NA,"replicates greater than 25% different","NA",NA,NA,20220513,"20220518",NA,1559,NA,20
