"Project","Site","plot","grid","Depth_cm","Analyte","Sample_ID","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Volume_mL"
"COMPASS","TEMPEST","C","D5","15cm","DOC","TMP_C_D5_20220808_15cm",11.37,947.5,NA,0.41,29.2857142857143,NA,"NA",NA,NA,20220805,"20220808","1400",1900,"EDT",10
"COMPASS","TEMPEST","C","E3","15cm","DOC","TMP_C_E3_20220808_15cm",12.71,1059.16666666667,NA,0.93,66.4285714285714,NA,"NA",NA,NA,20220805,"20220808","1400",1900,"EDT",10
"COMPASS","TEMPEST","C","F6","15cm","DOC","TMP_C_F6_20220808_15cm",15.7,1308.33333333333,NA,0.5,35.7142857142857,NA,"NA",NA,NA,20220805,"20220808","1400",1900,"EDT",10
"COMPASS","TEMPEST","C","I5","15cm","DOC","TMP_C_I5_20220808_15cm",23.39,1949.16666666667,NA,0.71,50.7142857142857,NA,"NA",NA,NA,20220805,"20220808","1400",1900,"EDT",10
"COMPASS","TEMPEST","C","C3","15cm","DOC","TMP_C_C3_20220808_15cm",16.66,1388.33333333333,NA,0.49,35,NA,"NA",NA,NA,20220805,"20220808","1400",1900,"EDT",10
"COMPASS","TEMPEST","C","C6","15cm","DOC","TMP_C_C6_20220808_15cm",13.45,1120.83333333333,NA,1.73,123.571428571429,NA,"NA",NA,NA,20220805,"20220808","1400",1900,"EDT",10
"COMPASS","TEMPEST","C","F4","15cm","DOC","TMP_C_F4_20220808_15cm",14.43,1202.5,NA,0.59,42.1428571428571,NA,"NA",NA,NA,20220805,"20220808","1400",1900,"EDT",10
"COMPASS","TEMPEST","FW","C3","15cm","DOC","TMP_FW_C3_20220808_15cm",14.84,1236.66666666667,NA,0.53,37.8571428571429,NA,"NA",NA,NA,20220805,"20220808","1145",1650,"EDT",10
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20220808_15cm",9.31,775.833333333333,NA,0.41,29.2857142857143,NA,"NA",NA,NA,20220805,"20220808","1145",1650,"EDT",10
"COMPASS","TEMPEST","FW","F4","15cm","DOC","TMP_FW_F4_20220808_15cm",14.67,1222.5,NA,0.73,52.1428571428571,NA,"NA",NA,NA,20220805,"20220808","1145",1650,"EDT",10
"COMPASS","TEMPEST","FW","H3","15cm","DOC","TMP_FW_H3_20220808_15cm",11.59,965.833333333333,NA,0.46,32.8571428571429,NA,"NA",NA,NA,20220805,"20220808","1145",1650,"EDT",10
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20220808_15cm",14.9,1241.66666666667,NA,1.9,135.714285714286,NA,"NA",NA,NA,20220805,"20220808","1145",1650,"EDT",10
"COMPASS","TEMPEST","FW","B4","15cm","DOC","TMP_FW_B4_20220808_15cm",12.08,1006.66666666667,NA,0.49,35,NA,"NA",NA,NA,20220805,"20220808","1145",1650,"EDT",10
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20220808_15cm",18.81,1567.5,NA,0.75,53.5714285714286,NA,"NA",NA,NA,20220805,"20220808","1145",1650,"EDT",10
"COMPASS","TEMPEST","FW","E3","15cm","DOC","TMP_FW_E3_20220808_15cm",10.3,858.333333333333,NA,0.54,38.5714285714286,NA,"NA",NA,NA,20220805,"20220808","1145",1650,"EDT",8
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20220808_15cm",16.38,1365,NA,0.6,42.8571428571429,NA,"NA",NA,NA,20220805,"20220808","1145",1650,"EDT",10
"COMPASS","TEMPEST","SW","F4","15cm","DOC","TMP_SW_F4_20220808_15cm",33.7,2808.33333333333,NA,1.19,85,NA,"NA",NA,"light yellow",20220805,"20220808","1255",1756,"EDT",10
"COMPASS","TEMPEST","SW","H6","15cm","DOC","TMP_SW_H6_20220808_15cm",38.01,3167.5,NA,1.29,92.1428571428572,NA,"NA",NA,"Dark yellow",20220805,"20220808","1255",1756,"EDT",10
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20220808_15cm",84.9,7075,NA,1.95,139.285714285714,NA,"NA",NA,"Dark yellow",20220805,"20220808","1255",1756,"EDT",10
"COMPASS","TEMPEST","SW","D5","15cm","DOC","TMP_SW_D5_20220808_15cm",24.83,2069.16666666667,NA,1.11,79.2857142857143,NA,"NA",NA,"light yellow",20220805,"20220808","1255",1756,"EDT",10
"COMPASS","TEMPEST","SW","F6","15cm","DOC","TMP_SW_F6_20220808_15cm",12.87,1072.5,NA,0.66,47.1428571428571,NA,"NA",NA,NA,20220805,"20220808","1255",1756,"EDT",10
"COMPASS","TEMPEST","SW","I5","15cm","DOC","TMP_SW_I5_20220808_15cm",20.27,1689.16666666667,NA,0.82,58.5714285714286,NA,"NA",NA,NA,20220805,"20220808","1255",1756,"EDT",10
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20220808_15cm",16.19,1349.16666666667,NA,0.6,42.8571428571429,NA,"NA",NA,NA,20220805,"20220808","1255",1756,"EDT",10
"COMPASS","TEMPEST","SW","E3","15cm","DOC","TMP_SW_E3_20220808_15cm",18.85,1570.83333333333,NA,0.73,52.1428571428571,NA,"NA",NA,NA,20220805,"20220808","1255",1559,"EDT",10
"COMPASS","TEMPEST","SW","H3","15cm","DOC","TMP_SW_H3_20220811_15cm",83.08,6923.33333333333,"average value of multiple aliquots",2.97,212.142857142857,"average value of multiple aliquots","NA",NA,"Dark yellow",20220808,"20220811",NA,1559,"EDT",10
"COMPASS","TEMPEST","C","H6","15cm","DOC","TMP_C_H6_20220912_15cm",25,2083.33333333333,NA,0.84,60,NA,"NA",NA,NA,20220909,"20220912","1000",1435,"EDT",10
"COMPASS","TEMPEST","C","C6","15cm","DOC","TMP_C_C6_20220912_15cm",17.31,1442.5,NA,0.59,42.1428571428571,NA,"NA",NA,NA,20220909,"20220912","1000",1435,"EDT",10
"COMPASS","TEMPEST","C","E3","15cm","DOC","TMP_C_E3_20220912_15cm",11.21,934.166666666667,NA,0.52,37.1428571428572,NA,"NA",NA,NA,20220909,"20220912","1000",1435,"EDT",10
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20220912_15cm",20.45,1704.16666666667,NA,0.79,56.4285714285714,NA,"NA",NA,NA,20220909,"20220912","1125",1607,"EDT",10
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20220912_15cm",23.83,1985.83333333333,NA,1.16,82.8571428571429,NA,"NA",NA,NA,20220909,"20220912","1125",1607,"EDT",9
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20220912_15cm",75.62,6301.66666666667,NA,1.8,128.571428571429,NA,"NA",NA,NA,20220909,"20220912","1040",1520,"EDT",10
"COMPASS","TEMPEST","SW","F6","15cm","DOC","TMP_SW_F6_20220912_15cm",13.25,1104.16666666667,NA,0.61,43.5714285714286,NA,"NA",NA,NA,20220909,"20220912","1040",1520,"EDT",9
"COMPASS","TEMPEST","C","D5","15cm","DOC","TMP_C_D5_20220915_15cm",11.13,927.5,NA,0.6,42.8571428571429,NA,"NA",NA,NA,20220912,"20220915","1028",1500,"EDT",10
"COMPASS","TEMPEST","C","H3","15cm","DOC","TMP_C_H3_20220915_15cm",23.46,1955,NA,3.27,233.571428571429,"value above cal curve","NA",NA,NA,20220912,"20220915","1028",1500,"EDT",10
"COMPASS","TEMPEST","C","I5","15cm","DOC","TMP_C_I5_20220915_15cm",15.9,1325,NA,0.49,35,NA,"NA",NA,NA,20220912,"20220915","1028",1500,"EDT",10
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20220915_15cm",22.43,1869.16666666667,NA,0.8,57.1428571428571,NA,"NA",NA,NA,20220912,"20220915","1200",1648,"EDT",10
"COMPASS","TEMPEST","FW","E3","15cm","DOC","TMP_FW_E3_20220915_15cm",8.16,680,NA,0.4,28.5714285714286,NA,"NA",NA,NA,20220912,"20220915","1200",1648,"EDT",8
"COMPASS","TEMPEST","FW","C3","15cm","DOC","TMP_FW_C3_20220915_15cm",21.35,1779.16666666667,NA,0.72,51.4285714285714,NA,"NA",NA,NA,20220912,"20220915","1200",1648,"EDT",10
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20220915_15cm",8.6,716.666666666667,NA,0.37,26.4285714285714,NA,"NA",NA,NA,20220912,"20220915","1200",1648,"EDT",10
"COMPASS","TEMPEST","FW","F6","15cm","DOC","TMP_FW_F6_20220915_15cm",16.19,1349.16666666667,NA,0.76,54.2857142857143,NA,"NA",NA,NA,20220912,"20220915","1200",1648,"EDT",10
"COMPASS","TEMPEST","FW","B4","15cm","DOC","TMP_FW_B4_20220915_15cm",16.62,1385,NA,2.87,205,NA,"NA",NA,NA,20220912,"20220915","1200",1648,"EDT",10
"COMPASS","TEMPEST","FW","F4","15cm","DOC","TMP_FW_F4_20220912_15cm",13.3,1108.33333333333,NA,0.75,53.5714285714286,NA,"NA",NA,NA,20220909,"20220912","1125",1559,"EDT",9
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20220915_15cm",17.36,1446.66666666667,NA,0.57,40.7142857142857,NA,"NA",NA,NA,20220912,"20220915","1200",1648,"EDT",10
"COMPASS","TEMPEST","SW","H3","15cm","DOC","TMP_SW_H3_20220915_15cm",86.81,7234.16666666667,NA,2.78,198.571428571429,NA,"NA",NA,"Dark yellow in color",20220912,"20220915","1112",1558,"EDT",10
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20220915_15cm",21.94,1828.33333333333,NA,3.06,218.571428571429,"value above cal curve","NA",NA,NA,20220912,"20220915","1112",1558,"EDT",10
"COMPASS","TEMPEST","SW","C6","15cm","DOC","TMP_SW_C6_20220915_15cm",54.58,4548.33333333333,NA,1.84,131.428571428571,NA,"NA",NA,NA,20220912,"20220915","1112",1558,"EDT",10
"COMPASS","TEMPEST","SW","E3","15cm","DOC","TMP_SW_E3_20220915_15cm",26.22,2185,NA,0.97,69.2857142857143,NA,"NA",NA,"Very light yellow in color",20220912,"20220915","1112",1558,"EDT",10
"COMPASS","TEMPEST","SW","H6","15cm","DOC","TMP_SW_H6_20220915_15cm",45.66,3805,NA,1.45,103.571428571429,NA,"NA",NA,"light yellow in color",20220912,"20220915","1112",1558,"EDT",10
"COMPASS","TEMPEST","C","H3","15cm","DOC","TMP_C_H3_20221019_15cm",19.4,1616.66666666667,NA,0.59,42.1428571428571,NA,"NA",NA,NA,20221017,"20221019","1625",2057,"EDT",10
"COMPASS","TEMPEST","C","H6","15cm","DOC","TMP_C_H6_20221019_15cm",15.72,1310,NA,0.5,35.7142857142857,NA,"NA",NA,NA,20221017,"20221019","1625",2057,"EDT",10
"COMPASS","TEMPEST","C","D5","15cm","DOC","TMP_C_D5_20221019_15cm",6.9,575,NA,0.24,17.1428571428571,NA,"NA",NA,NA,20221017,"20221019","1625",2057,"EDT",10
"COMPASS","TEMPEST","C","E3","15cm","DOC","TMP_C_E3_20221019_15cm",10.2,850,NA,0.31,22.1428571428571,NA,"NA",NA,NA,20221017,"20221019","1625",2057,"EDT",10
"COMPASS","TEMPEST","C","F6","15cm","DOC","TMP_C_F6_20221019_15cm",12.13,1010.83333333333,NA,0.38,27.1428571428571,NA,"NA",NA,NA,20221017,"20221019","1625",2057,"EDT",9
"COMPASS","TEMPEST","C","I5","15cm","DOC","TMP_C_I5_20221019_15cm",14.79,1232.5,NA,0.39,27.8571428571429,NA,"NA",NA,NA,20221017,"20221019","1625",2057,"EDT",10
"COMPASS","TEMPEST","C","C6","15cm","DOC","TMP_C_C6_20221024_15cm",11.49,957.5,NA,0.38,27.1428571428571,NA,"NA",NA,NA,20221021,"20221024","1035",1559,"EDT",1.5
"COMPASS","TEMPEST","FW","C3","15cm","DOC","TMP_FW_C3_20221019_15cm",12.5,1041.66666666667,NA,0.38,27.1428571428571,NA,"NA",NA,NA,20221017,"20221019","1500",1939,"EDT",10
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20221019_15cm",11.44,953.333333333333,NA,0.32,22.8571428571429,NA,"NA",NA,NA,20221017,"20221019","1500",1939,"EDT",10
"COMPASS","TEMPEST","FW","H3","15cm","DOC","TMP_FW_H3_20221019_15cm",11.76,980,NA,0.5,35.7142857142857,NA,"NA",NA,NA,20221017,"20221019","1500",1939,"EDT",10
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20221019_15cm",15.04,1253.33333333333,NA,0.56,40,NA,"NA",NA,NA,20221017,"20221019","1500",1939,"EDT",10
"COMPASS","TEMPEST","FW","B4","15cm","DOC","TMP_FW_B4_20221019_15cm",13.23,1102.5,NA,0.38,27.1428571428571,NA,"NA",NA,NA,20221017,"20221019","1500",1939,"EDT",10
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20221019_15cm",15.08,1256.66666666667,NA,0.48,34.2857142857143,NA,"NA",NA,NA,20221017,"20221019","1500",1939,"EDT",10
"COMPASS","TEMPEST","FW","E3","15cm","DOC","TMP_FW_E3_20221019_15cm",10.08,840,NA,0.35,25,NA,"NA",NA,NA,20221017,"20221019","1500",1939,"EDT",8
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20221019_15cm",21.68,1806.66666666667,NA,0.86,61.4285714285714,NA,"NA",NA,NA,20221017,"20221019","1500",1939,"EDT",10
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20221019_15cm",14.76,1230,NA,0.51,36.4285714285714,NA,"NA",NA,NA,20221017,"20221019","1540",2020,"EDT",10
"COMPASS","TEMPEST","SW","C6","15cm","DOC","TMP_SW_C6_20221019_15cm",45.83,3819.16666666667,NA,2,142.857142857143,NA,"NA",NA,"Light yellow",20221017,"20221019","1540",2020,"EDT",10
"COMPASS","TEMPEST","SW","H3","15cm","DOC","TMP_SW_H3_20221019_15cm",109.2,9100,NA,4.39,313.571428571429,"value above cal curve","NA",NA,"yellow",20221017,"20221019","1540",2020,"EDT",10
"COMPASS","TEMPEST","SW","H6","15cm","DOC","TMP_SW_H6_20221019_15cm",27.6,2300,NA,0.89,63.5714285714286,NA,"NA",NA,NA,20221017,"20221019","1540",2020,"EDT",10
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20221019_15cm",52.57,4380.83333333333,NA,1.33,95,NA,"NA",NA,"yellow",20221017,"20221019","1540",2020,"EDT",10
"COMPASS","TEMPEST","SW","D5","15cm","DOC","TMP_SW_D5_20221019_15cm",37.03,3085.83333333333,NA,1.04,74.2857142857143,NA,"NA",NA,"Light yellow",20221017,"20221019","1540",2020,"EDT",10
"COMPASS","TEMPEST","SW","F6","15cm","DOC","TMP_SW_F6_20221019_15cm",44.55,3712.5,NA,1.46,104.285714285714,NA,"NA",NA,"Light yellow",20221017,"20221019","1540",2020,"EDT",10
"COMPASS","TEMPEST","FW","C3","15cm","DOC","TMP_FW_C3_20221128_15cm",15.94,1328.33333333333,NA,0.52,37.1428571428572,NA,"NA",NA,NA,20221125,"20221128","1414",2028,"EST",15
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20221128_15cm",15.13,1260.83333333333,NA,0.43,30.7142857142857,NA,"NA",NA,NA,20221125,"20221128","1414",2028,"EST",15
"COMPASS","TEMPEST","FW","H3","15cm","DOC","TMP_FW_H3_20221128_15cm",9.01,750.833333333333,NA,0.34,24.2857142857143,NA,"NA",NA,NA,20221125,"20221128","1414",2028,"EST",13.5
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20221128_15cm",15.15,1262.5,NA,0.58,41.4285714285714,NA,"NA",NA,NA,20221125,"20221128","1414",2028,"EST",15
"COMPASS","TEMPEST","FW","E3","15cm","DOC","TMP_FW_E3_20221128_15cm",10.03,835.833333333333,NA,0.48,34.2857142857143,NA,"NA",NA,NA,20221125,"20221128","1414",2028,"EST",14.5
"COMPASS","TEMPEST","FW","B4","15cm","DOC","TMP_FW_B4_20221128_15cm",12.31,1025.83333333333,NA,0.6,42.8571428571429,NA,"NA",NA,NA,20221125,"20221128","1414",2028,"EST",14
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20221128_15cm",16.53,1377.5,NA,0.62,44.2857142857143,NA,"NA",NA,NA,20221125,"20221128","1414",2028,"EST",15
"COMPASS","TEMPEST","C","E3","15cm","DOC","TMP_C_E3_20221128_15cm",8.79,732.5,NA,0.32,22.8571428571429,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",15
"COMPASS","TEMPEST","C","H6","15cm","DOC","TMP_C_H6_20221128_15cm",15.01,1250.83333333333,NA,0.46,32.8571428571429,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",15
"COMPASS","TEMPEST","C","I5","15cm","DOC","TMP_C_I5_20221128_15cm",15.72,1310,NA,0.47,33.5714285714286,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",14
"COMPASS","TEMPEST","C","B4","15cm","DOC","TMP_C_B4_20221128_15cm",7.48,623.333333333333,NA,0.24,17.1428571428571,"blank is ≥ 25% of sample value","NA",NA,NA,20221125,"20221128","1023",1742,"EST",15
"COMPASS","TEMPEST","C","F6","15cm","DOC","TMP_C_F6_20221128_15cm",14.55,1212.5,NA,0.42,30,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",13
"COMPASS","TEMPEST","C","C6","15cm","DOC","TMP_C_C6_20221128_15cm",8.28,690,NA,0.28,20,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",15
"COMPASS","TEMPEST","C","D5","15cm","DOC","TMP_C_D5_20221128_15cm",7.13,594.166666666667,NA,0.32,22.8571428571429,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",15
"COMPASS","TEMPEST","C","H3","15cm","DOC","TMP_C_H3_20221128_15cm",19.2,1600,NA,0.81,57.8571428571429,NA,"NA",NA,NA,20221125,"20221128","1023",1742,"EST",13
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20221128_15cm",65.26,5438.33333333333,NA,1.49,106.428571428571,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",15
"COMPASS","TEMPEST","SW","H6","15cm","DOC","TMP_SW_H6_20221128_15cm",28.31,2359.16666666667,NA,0.91,65,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",13
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20221128_15cm",23.28,1940,NA,0.94,67.1428571428571,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",15
"COMPASS","TEMPEST","SW","D5","15cm","DOC","TMP_SW_D5_20221128_15cm",43.48,3623.33333333333,NA,1.24,88.5714285714286,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",15
"COMPASS","TEMPEST","SW","H3","15cm","DOC","TMP_SW_H3_20221128_15cm",35.85,2987.5,NA,1.08,77.1428571428571,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",13.5
"COMPASS","TEMPEST","SW","F6","15cm","DOC","TMP_SW_F6_20221128_15cm",42.99,3582.5,NA,1.39,99.2857142857143,NA,"NA",NA,NA,20221125,"20221128","1245",1902,"EST",15
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20221201_15cm",9.79,815.833333333333,NA,0.81,57.8571428571429,NA,"NA",NA,NA,20221128,"20221201","1420",1949,"EST",15
"COMPASS","TEMPEST","C","C3","15cm","DOC","TMP_C_C3_20221201_15cm",16.1,1341.66666666667,NA,0.46,32.8571428571429,NA,"NA",NA,NA,20221128,"20221201","1120",1706,"EST",11
"COMPASS","TEMPEST","SW","C6","15cm","DOC","TMP_SW_C6_20221201_15cm",44.24,3686.66666666667,NA,3.32,237.142857142857,NA,"NA",NA,NA,20221128,"20221201","1210",1746,"EST",15
"COMPASS","TEMPEST","SW","E3","15cm","DOC","TMP_SW_E3_20221201_15cm",37.11,3092.5,NA,1.15,82.1428571428571,NA,"NA",NA,NA,20221128,"20221201","1210",1746,"EST",15
